No,Halaman,Tanggal,Waktu,TanggalWaktu,KodeEmiten,NamaEmiten,Judul,JudulFull,LinkUtama,JumlahLampiran,LampiranData,ScrapedAt
32,4,2026-02-10,19:14:56,2026-02-10 19:14:56,GTBO,GTBO,Laporan Bulanan Registrasi Pemegang Efek,Laporan Bulanan Registrasi Pemegang Efek [GTBO ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/900764546e_e6895ff71d.pdf,2,"[{""text"": ""20260210_GTBO_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32026791_lamp2.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/4139651937_2e1eef0318.pdf"", ""filename"": ""20260210_GTBO_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32026791_lamp2.pdf""}, {""text"": ""20260210_GTBO_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32026791_lamp1.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/d0d5ac539b_fbb7bf4bee.pdf"", ""filename"": ""20260210_GTBO_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32026791_lamp1.pdf""}]",2026-02-10T23:14:29.394080
33,4,2026-02-10,19:09:31,2026-02-10 19:09:31,PTPP,PTPP,Penyampaian Bukti Iklan Penyampaian Bukti Iklan Pengumuman Rapat Umum Pemegang Obligasi dan Sukuk Mudharabah Berkelanjutan,Penyampaian Bukti Iklan Penyampaian Bukti Iklan Pengumuman Rapat Umum Pemegang Obligasi dan Sukuk Mudharabah Berkelanjutan [PTPP ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/cd011fb1cc_8de5da5c6c.pdf,1,"[{""text"": ""20260209_PTPP_Penyampaian Bukti Iklan_32026317_lamp1.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/290fa77175_3759090bac.pdf"", ""filename"": ""20260209_PTPP_Penyampaian Bukti Iklan_32026317_lamp1.pdf""}]",2026-02-10T23:14:29.426359
34,4,2026-02-10,19:08:49,2026-02-10 19:08:49,PTPP,PTPP,Pemberitahuan Rencana RUPO PP (Persero) Tbk,Pemberitahuan Rencana RUPO PP (Persero) Tbk [PTPP ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/a736783015_a6655a2885.pdf,1,"[{""text"": ""20260209_PTPP_Pemberitahuan Rencana//Penyampaian Panggilan//Hasil RUPO//RUPSU//RUP EBA-SP_32026314_lamp1.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/10a58219c5_c9d9cc3ad2.pdf"", ""filename"": ""20260209_PTPP_Pemberitahuan Rencana//Penyampaian Panggilan//Hasil RUPO//RUPSU//RUP EBA-SP_32026314_lamp1.pdf""}]",2026-02-10T23:14:29.459057
35,4,2026-02-10,19:08:48,2026-02-10 19:08:48,DATA,DATA,Laporan Bulanan Registrasi Pemegang Efek,Laporan Bulanan Registrasi Pemegang Efek [DATA ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/35c180b62b_b9ee445ef7.pdf,1,"[{""text"": ""20260210_DATA_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32026685_lamp1.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/145bc8b16f_9eb7d26eeb.pdf"", ""filename"": ""20260210_DATA_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32026685_lamp1.pdf""}]",2026-02-10T23:14:29.492917
36,4,2026-02-10,19:08:10,2026-02-10 19:08:10,PTPP,PTPP,Pemberitahuan Rencana RUPO PP (Persero) Tbk,Pemberitahuan Rencana RUPO PP (Persero) Tbk [PTPP ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/d022fcb409_7dc928a8c3.pdf,1,"[{""text"": ""20260209_PTPP_Pemberitahuan Rencana//Penyampaian Panggilan//Hasil RUPO//RUPSU//RUP EBA-SP_32026311_lamp1.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/967050ea9c_5af7a67e55.pdf"", ""filename"": ""20260209_PTPP_Pemberitahuan Rencana//Penyampaian Panggilan//Hasil RUPO//RUPSU//RUP EBA-SP_32026311_lamp1.pdf""}]",2026-02-10T23:14:29.532079
37,4,2026-02-10,19:07:33,2026-02-10 19:07:33,PTPP,PTPP,Pemberitahuan Rencana RUPSU PP (Persero) Tbk,Pemberitahuan Rencana RUPSU PP (Persero) Tbk [PTPP ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/15742e1764_43faf2fff0.pdf,1,"[{""text"": ""20260209_PTPP_Pemberitahuan Rencana//Penyampaian Panggilan//Hasil RUPO//RUPSU//RUP EBA-SP_32026312_lamp1.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/99843ce470_3b1e700991.pdf"", ""filename"": ""20260209_PTPP_Pemberitahuan Rencana//Penyampaian Panggilan//Hasil RUPO//RUPSU//RUP EBA-SP_32026312_lamp1.pdf""}]",2026-02-10T23:14:29.564333
38,4,2026-02-10,19:07:19,2026-02-10 19:07:19,ASPI,ASPI,Laporan Bulanan Registrasi Pemegang Efek (KOREKSI),Laporan Bulanan Registrasi Pemegang Efek (KOREKSI) [ASPI ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/de0edbcdf1_24ee6fad1d.pdf,3,"[{""text"": ""20260210_ASPI_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32026773_lamp1.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/424cf8b19b_ff8755f479.pdf"", ""filename"": ""20260210_ASPI_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32026773_lamp1.pdf""}, {""text"": ""20260210_ASPI_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32026773_lamp3.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/490e0dd7e7_ce18fbed44.pdf"", ""filename"": ""20260210_ASPI_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32026773_lamp3.pdf""}, {""text"": ""20260210_ASPI_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32026773_lamp2.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/be8ef1fb7b_01d636069a.pdf"", ""filename"": ""20260210_ASPI_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32026773_lamp2.pdf""}]",2026-02-10T23:14:29.618048
39,4,2026-02-10,19:03:06,2026-02-10 19:03:06,INET,INET,Laporan Bulanan Registrasi Pemegang Efek (KOREKSI),Laporan Bulanan Registrasi Pemegang Efek (KOREKSI) [INET ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/a1c96ccd72_545050af19.pdf,1,"[{""text"": ""20260210_INET_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32026789_lamp1.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/24b2426f93_151422498f.pdf"", ""filename"": ""20260210_INET_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32026789_lamp1.pdf""}]",2026-02-10T23:14:29.649580
40,4,2026-02-10,18:53:06,2026-02-10 18:53:06,INDY,INDY,Laporan Bulanan Registrasi Pemegang Efek,Laporan Bulanan Registrasi Pemegang Efek [INDY ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/6c007d144e_17e2a2b8b1.pdf,4,"[{""text"": ""20260209_INDY_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32026253_lamp3.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/3d76f0176e_3a8b936b0c.pdf"", ""filename"": ""20260209_INDY_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32026253_lamp3.pdf""}, {""text"": ""20260209_INDY_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32026253_lamp2.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/714b90a1a5_1e8af68a2a.pdf"", ""filename"": ""20260209_INDY_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32026253_lamp2.pdf""}, {""text"": ""20260209_INDY_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32026253_lamp4.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/87340c2906_6c52b6ac93.pdf"", ""filename"": ""20260209_INDY_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32026253_lamp4.pdf""}, {""text"": ""20260209_INDY_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32026253_lamp1.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/afcfa29562_acb79f64e1.pdf"", ""filename"": ""20260209_INDY_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32026253_lamp1.pdf""}]",2026-02-10T23:14:29.711079
41,5,2026-02-10,18:47:42,2026-02-10 18:47:42,OKAS,OKAS,Pengunduran Diri Komisaris Perseroan,Pengunduran Diri Komisaris Perseroan [OKAS ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/a06e6c1409_d9c85f836a.pdf,1,"[{""text"": ""20260120_OKAS_Laporan Informasi dan Fakta Material_32021215_lamp1.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/2d819adbe7_01c96a877a.pdf"", ""filename"": ""20260120_OKAS_Laporan Informasi dan Fakta Material_32021215_lamp1.pdf""}]",2026-02-10T23:14:36.065479
42,5,2026-02-10,18:47:22,2026-02-10 18:47:22,TINS,TINS,Perubahan Corporate Secretary,Perubahan Corporate Secretary [TINS ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/88ac1706fe_7601942957.pdf,1,"[{""text"": ""20260210_TINS_Perubahan Corsec Komite Audit Alamat NPWP Internal Audit_32026731_lamp1.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/261b38caed_adf39cba4f.pdf"", ""filename"": ""20260210_TINS_Perubahan Corsec Komite Audit Alamat NPWP Internal Audit_32026731_lamp1.pdf""}]",2026-02-10T23:14:36.098781
43,5,2026-02-10,18:46:31,2026-02-10 18:46:31,DR,DR,Laporan Jumlah Structured Warrant Beredar,Laporan Jumlah Structured Warrant Beredar [DR ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/901e9013eb_3ac5955cc3.pdf,1,"[{""text"": ""20260210_DR_Laporan Jumlah Structured Warrant Beredar_32026684_lamp1.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/0bf4e0c3b9_1ce670ace4.pdf"", ""filename"": ""20260210_DR_Laporan Jumlah Structured Warrant Beredar_32026684_lamp1.pdf""}]",2026-02-10T23:14:36.132370
44,5,2026-02-10,18:43:32,2026-02-10 18:43:32,SRAJ,SRAJ,Laporan Bulanan Registrasi Pemegang Efek,Laporan Bulanan Registrasi Pemegang Efek [SRAJ ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/1580293375_7066670304.pdf,2,"[{""text"": ""20260210_SRAJ_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32026677_lamp1.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/2890871f8f_e50472b34f.pdf"", ""filename"": ""20260210_SRAJ_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32026677_lamp1.pdf""}, {""text"": ""20260210_SRAJ_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32026677_lamp2.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/5be9973c16_83682d01ed.pdf"", ""filename"": ""20260210_SRAJ_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32026677_lamp2.pdf""}]",2026-02-10T23:14:36.173734
45,5,2026-02-10,18:37:59,2026-02-10 18:37:59,BTPN,BTPN,Keterbukaan Informasi Hasil Pemeringkatan Tahunan,Keterbukaan Informasi Hasil Pemeringkatan Tahunan [BTPN ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/6cf6f6a56c_65587e1fce.pdf,3,"[{""text"": ""20260210_BTPN_Laporan Informasi dan Fakta Material_32026645_lamp3.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/3f104be23d_66cb4df1dd.pdf"", ""filename"": ""20260210_BTPN_Laporan Informasi dan Fakta Material_32026645_lamp3.pdf""}, {""text"": ""20260210_BTPN_Laporan Informasi dan Fakta Material_32026645_lamp2.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/7f7e8057d1_1da124aa35.pdf"", ""filename"": ""20260210_BTPN_Laporan Informasi dan Fakta Material_32026645_lamp2.pdf""}, {""text"": ""20260210_BTPN_Laporan Informasi dan Fakta Material_32026645_lamp1.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/82e99e19dc_79710ce980.pdf"", ""filename"": ""20260210_BTPN_Laporan Informasi dan Fakta Material_32026645_lamp1.pdf""}]",2026-02-10T23:14:36.227228
46,5,2026-02-10,18:32:50,2026-02-10 18:32:50,MREI,MREI,Laporan Bulanan Registrasi Pemegang Efek,Laporan Bulanan Registrasi Pemegang Efek [MREI ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/fae19fbf58_bece4c9fd8.pdf,2,"[{""text"": ""20260205_MREI_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32024902_lamp1.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/aa8559e1c9_80e8ab58d1.pdf"", ""filename"": ""20260205_MREI_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32024902_lamp1.pdf""}, {""text"": ""20260205_MREI_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32024902_lamp2.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/fe98705cc4_1b62f782aa.pdf"", ""filename"": ""20260205_MREI_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32024902_lamp2.pdf""}]",2026-02-10T23:14:36.270606
47,5,2026-02-10,18:31:39,2026-02-10 18:31:39,XPSG,XPSG,Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio,Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio [XPSG ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/e2508fbda8_32108ed532.pdf,1,"[{""text"": ""20260210_XPSG_Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio_32026788_lamp1.xlsx"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_INAV/202602/90f8a36a0f_687c52116f.xlsx"", ""filename"": ""20260210_XPSG_Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio_32026788_lamp1.xlsx""}]",2026-02-10T23:14:36.300764
48,5,2026-02-10,18:31:09,2026-02-10 18:31:09,INET,INET,Laporan Bulanan Registrasi Pemegang Efek,Laporan Bulanan Registrasi Pemegang Efek [INET ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/c969d4c1e5_c8d7de6d83.pdf,1,"[{""text"": ""20260210_INET_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32026737_lamp1.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/e9ae0d9cdb_1225f22bee.pdf"", ""filename"": ""20260210_INET_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32026737_lamp1.pdf""}]",2026-02-10T23:14:36.331413
49,5,2026-02-10,18:31:04,2026-02-10 18:31:04,PTPP,PTPP,Keterbukaan Informasi atau Fakta Material yang Perlu Diketahui Publik,Keterbukaan Informasi atau Fakta Material yang Perlu Diketahui Publik [PTPP ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/2c995032c6_a19d6fa02a.pdf,1,"[{""text"": ""20260210_PTPP_Laporan Informasi dan Fakta Material_32026785_lamp1.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/b041116c7f_4908e5dee9.pdf"", ""filename"": ""20260210_PTPP_Laporan Informasi dan Fakta Material_32026785_lamp1.pdf""}]",2026-02-10T23:14:36.361097
50,5,2026-02-10,18:28:07,2026-02-10 18:28:07,XPLQ,XPLQ,Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio,Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio [XPLQ ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/8a91a0c33a_254b803d5e.pdf,1,"[{""text"": ""20260210_XPLQ_Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio_32026787_lamp1.xlsx"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_INAV/202602/ac145cf763_75c1ca6bf9.xlsx"", ""filename"": ""20260210_XPLQ_Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio_32026787_lamp1.xlsx""}]",2026-02-10T23:14:36.391613
