no,ticker,title,date,source,high_priority_hits,medium_priority_hits,fundamental_hits,red_flags,urgency_score,total_score,category,action,key_findings
135,-,Saham GOLF Milik Siapa? Inilah Portofolio Lapangan dan Sosok Pengendalinya,2026-01-23,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
134,-,"Saham AADI-ADMR Diam-Diam Curi Panggung, Simak Analisisnya",2026-01-23,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
133,-,"3 Sektor Saham Favorit Lo Kheng Hong, Intip Daftar Emiten di Portofolionya",2026-01-23,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
132,-,Rupiah Jelang Akhir Pekan Ditutup Bertenaga Jadi Rp16.820 per USD,2026-01-23,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
382,-,"IHSG Hari Ini Berpotensi Lanjut Menguat ke Area 8.992-9.018, Simak Analisa 4 Sah...",2026-01-28,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
381,-,"Wall Street Ditutup Mixed, S&P 500 Naik dan Dow Jones Turun",2026-01-28,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
378,-,"Harga Emas Melonjak 3 Persen Lebih, Tembus Rekor Tertinggi Baru",2026-01-28,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
377,-,"Membedah Prospek Saham Merdeka Group, Pilih MBMA, MDKA, atau EMAS?",2026-01-28,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
376,-,"Andalkan Segmen Middle-Up, BELL Pasang Target Pertumbuhan 8 Persen di 2026",2026-01-28,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
375,-,"Harga Minyak Melonjak 3 Persen, Produksi AS Terganggu Badai",2026-01-28,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
368,-,"Keputusan MSCI Seret IHSG Turun 6 Persen, Saham Konglomerat Ramai-Ramai ARB",2026-01-28,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
366,-,OJK Sebut Demutualisasi Bursa Rampung Semester I-2026,2026-01-28,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
364,-,"Respons MSCI, BEI Tegaskan Komitmen Perkuat Kredibilitas Pasar Modal Indonesia",2026-01-28,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
362,-,"GOTO Luncurkan Empat Inisiatif buat Driver, BPJS hingga Bonus Hari Raya",2026-01-28,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
519,-,"Iman Rachman Mundur, BEI Bakal Dipimpin Plt Direktur Utama",2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
518,-,"Laba Bank Besar Dinilai Masuki Titik Balik di 2026, Dua Saham Ini Jadi Sorotan",2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
517,-,"IHSG Sesi I Ditutup Menguat 1,1 Persen, ESTI Pimpin Top Gainers",2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
516,-,Purbaya soal Kondisi Pasar Modal RI Saat Ini: Investor Saatnya Serok,2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
63,-,"Izin Tambang Agincourt Dicabut, Ini Tanggapan United Tractors (UNTR)",2026-01-22,IDX Channel,0,1,0,1,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
62,-,"Amankan Modal Kerja Outsourcing, PADA Raih Perpanjangan Kredit hingga 2027",2026-01-22,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
61,-,Wall Street Dibuka Menguat Ditopang Data Ekonomi AS hingga Redanya Isu Greenland,2026-01-22,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
60,-,Begini Cara BI Stabilkan Nilai Tukar Rupiah,2026-01-22,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
59,-,"Pengawasan Kripto Beralih ke OJK, ini Dampaknya",2026-01-21,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
58,-,"IHSG Diproyeksikan Menguat Tipis, Berikut 4 Saham Rekomendasi Analis",2026-01-21,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
57,-,"Risiko Global Meningkat, Nikkei Turun dan Emas Naik Tajam",2026-01-21,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
56,-,"IHSG Melemah ke 9.087, Asing Net Sell Rp98 Miliar",2026-01-21,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
54,-,BEI Tegaskan Praktik Memoles Aset Jelang IPO Dilarang: ini Dasar Hukumnya,2026-01-21,,0,1,0,1,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
52,-,"IRSX Geber Cuan dari Konser Hybrid: Brian McKnight Sold Out, Westlife Siap Digel...",2026-01-21,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
393,-,"Tiga Saham ini Masih Diserap, Beli di Harga Bonus?",2026-01-28,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
391,-,"Reli Emas Global Sentuh USD5.291: ARCI, EMAS, BRMS Bertahan?",2026-01-28,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
387,-,Ini yang Bikin INDF Bertahan di Tengah Volatilitas Tinggi IHSG,2026-01-28,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
128,-,Pertamina Geothermal (PGEO) Jadi Calon Pelaksana Survei dan Eksplorasi di Cubada...,2026-01-23,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
126,-,Anak Usaha Wintermar (WINS) Tanam Modal di Perusahaan Patungan Malaysia,2026-01-23,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
124,-,"Wall Street Tutup Pekan di Zona Merah, Laba Intel Jadi Pemberat",2026-01-23,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
121,-,Minyak Naik di Tengah Gangguan Pasokan dan Bara Geopolitik,2026-01-22,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
120,-,"IHSG Masuk Fase Rawan, Koreksi Masih Membayangi Awal 2026",2026-01-22,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
119,-,"Rupiah Masih Fluktuatif Hari Ini, Terjepit Dolar dan Ketegangan Global",2026-01-22,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
118,-,"IHSG Menguat ke 9.045 di Tengah Tekanan Asing, Saham Asuransi hingga Energi Jadi...",2026-01-22,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
385,-,IHSG Tertekan di Tengah Rebalancing MSCI,2026-01-28,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
114,-,IMF Nilai Fundamental Ekonomi Indonesia Tetap Kokoh di Tengah Gejolak Global,2026-01-22,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
113,-,"2025, Perdagangan Emas Digital di ICDX Tembus Rekor: 58.654.322 Gram",2026-01-22,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
112,-,Emiten Produsen Minyak Sawit ini Angkat Eks KSAD Dudung Jadi Komisaris,2026-01-22,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
111,-,Komit Soal Tambang Berkelanjutan: IFSH Jaminan Reklamasi Rp52 Miliar,2026-01-22,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
107,-,"Diversifikasi, MPXL Dirikan Anak Usaha Tambang Rp5 Miliar",2026-01-22,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
105,-,"Rombak Direksi, RUPSLB Sepakati Dirut PGEO Baru",2026-01-22,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
103,-,"Jangan Lupa Cek Saldo, Dividen Interim EAST-SOHO Cair Hari Ini",2026-01-22,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
101,-,Wall Street Rebound Usai Trump Batalkan Ancaman Tarif untuk Eropa,2026-01-22,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
100,-,"IHSG Hari Ini Diprediksi Terkoreksi ke 8.710, Cermati Saham ENRG, IMPC hingga BM...",2026-01-22,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
398,-,"Laporan Keuangan Hijau: BBCA Hanya Andalkan Dividen, Saham Lemah",2026-01-28,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
51,-,"Harga Minyak Stabil, Pasar Tunggu Data Stok AS",2026-01-21,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
514,-,"BUMN Sumbang 30 Persen Market Cap BEI, CEO Danantara Dorong Bursa Lebih Transpar...",2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
513,-,OJK Pastikan Mundurnya Dirut BEI Tidak Ganggu Operasional Perdagangan Saham,2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
509,-,Dana Pensiun dan Asuransi Bisa Investasi di Pasar Modal hingga 20 Persen,2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
508,-,MNC Asset Management Targetkan Kenaikan AUM hingga 52 Persen di 2026,2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
505,-,RMKE Berencana Buyback Saham Maksimal Rp200 Miliar,2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
503,-,"BUMN Kontribusi 30 Persen Kapitalisasi Pasar, Danantara Dukung Demutualisasi Bur...",2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
501,-,OJK Sambut Baik Jika Danantara Masuk Jadi Pemegang Saham BEI,2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
500,-,"Rupiah Ditutup Melemah ke Rp16.786 per Dolar AS, Tertekan Pencalonan Ketua The F...",2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
499,-,"Reli Terhenti, Harga CPO Tertekan Ambil Untung",2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
498,-,IHSG Tutup Akhir Pekan dengan Menguat ke 8.329,2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
497,-,"BSD City (BSDE) Raih Marketing Sales Rp10,04 Triliun Sepanjang 2025",2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
432,-,"Harga Emas Melangit, Pedagang Sebut Masyarakat Ramai Beli Ketimbang Jual",2026-01-29,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
430,-,"Harga Emas Meroket Jadi Rp3 Juta, Sebaiknya Beli Perhiasan atau Logam Mulia?",2026-01-29,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
428,-,"IHSG Lesu, Nilai Tukar Rupiah Ikut Loyo ke Rp16.755 per USD",2026-01-29,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
427,-,"10 Saham Top Gainer Kamis 29 Januari 2026, Ada Emiten Prajogo Pangestu",2026-01-29,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
422,-,"Emerging Market vs Frontier Market, Apa Bedanya? Inilah Klasifikasi Pasar di MSC...",2026-01-29,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
420,-,"IHSG Trading Halt Dua Kali, Ekonom: Ini Shock Temporary",2026-01-29,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
419,-,Danatara Diam-diam Serok Saham Saat IHSG Bergejolak hingga Trading Halt Dua Hari...,2026-01-29,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
416,-,"Prajogo Pangestu Kembali Serok 4 Juta Saham CUAN dan BRPT, Nilainya Rp15,82 Mili...",2026-01-29,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
415,-,Danantara: Momentum MSCI Jadi Ujian Pasar Saham Indonesia untuk Naik Kelas,2026-01-29,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
413,-,"IHSG Menguat Tipis, Analis Soroti Empat Saham ini",2026-01-28,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
412,-,WIFI Siap Luncurkan Internet Rakyat Berbasis FWA,2026-01-28,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
410,-,GoTo Perluas BPJS dan BHR bagi Mitra Gojek,2026-01-28,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
84,-,Nasib Saham ASII usai Diguncang Pencabutan Izin Tambang Martabe Milik UNTR,2026-01-22,IDX Channel,0,1,0,1,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
83,-,"Dua Kandidat Kuat MSCI Februari BUMI-PTRO Malah Loyo, Intip Analisisnya",2026-01-22,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
446,-,"IHSG Kembali Melemah, Purbaya Minta Investor Tak Panik",2026-01-29,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
445,-,OJK Bakal Umumkan Langkah Konkret Respons MSCI,2026-01-29,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
444,-,"Reli Berlanjut, Harga Emas Dunia Berpotensi Tembus USD6.500",2026-01-29,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
442,-,IPCM Catat Kinerja Operasional Positif Sepanjang 2025,2026-01-29,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
441,-,Danantara Sampaikan Masukan ke MSCI Soal Pasar Modal Indonesia,2026-01-29,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
439,-,"IHSG Kembali Melemah, Istana dan Airlangga Minta OJK Reformasi Regulasi Bursa",2026-01-29,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
438,-,"Harga CPO Naik 4 Hari Beruntun, Bertahan di Level Tertinggi 3 Bulan",2026-01-29,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
435,-,Aturan Demutualisasi BEI Ditargetkan Meluncur di Kuartal I-2026,2026-01-29,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
434,-,"IHSG Trading Halt Dua Hari, OJK Bakal Berkantor di BEI Mulai Besok",2026-01-29,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
433,-,"IHSG Berakhir Turun 1,06 Persen ke 8.232, GOLF-BUMI Pimpin Top Losers",2026-01-29,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
454,-,"IHSG Dibuka Koreksi ke 8.027, BRPT-BUMI Huni Top Losers",2026-01-29,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
453,-,"IHSG Turun 8,00 Persen, Kena Trading Halt Lagi",2026-01-29,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
451,-,Bursa Asia Beragam saat Wall Street Hijau,2026-01-29,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
97,-,Harga Emas Pangkas Kenaikan usai Trump Lunakkan Ancaman Tarif Greenland,2026-01-22,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
96,-,Harga Minyak Naik usai Force Majeure Kazakhstan hingga Lesunya Ekspor Venezuela,2026-01-22,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
94,-,UNTR Umumkan Buyback Rp2 Triliun Usai Harga Saham Anjlok,2026-01-22,IDX Channel,0,1,0,1,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
93,-,"Harga Emas Hari Ini Meroket, Sentuh Rp2,9 Juta per Gram",2026-01-22,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
92,-,"IHSG Kamis Pagi Dibuka Naik 41,84 Poin ke 9.052",2026-01-22,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
91,-,"IHSG Hari Ini Berpotensi Rebound, Intip Analisa NCKL, MDKA, hingga MBMA",2026-01-22,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
89,-,"Bursa Asia Akhirnya Rebound, Tersengat Reli Wall Street",2026-01-22,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
87,-,Trinland (TRIN) Pastikan Rahayu Saraswati Kuasai 5 Persen Saham Lewat Dua Perusa...,2026-01-22,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
86,-,"VISI Habiskan Dana IPO Rp71,13 Miliar untuk Modal Kerja dan Beli Truk",2026-01-22,IDX Channel,0,1,0,1,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
494,-,"OJK Pastikan Bertemu dengan MSCI Pekan Depan, Tak Terpengaruh Pengunduran Dirut ...",2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
491,-,Ketua OJK dan 2 Petinggi Mengundurkan Diri,2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
490,-,"Profil Mahendra Siregar, Ketua Dewan Komisioner OJK yang Mengundurkan Diri",2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
489,-,Terungkap Alasan Mahendra Siregar Mundur dari Kursi Ketua OJK,2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
488,-,"Mundur dari OJK, Mahendra Siregar: Bentuk Tanggung Jawab Moral untuk Dukung Lang...",2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
486,-,"Rasio Utang Rendah, Indonesia Masih Jadi Magnet Investor Global",2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
485,-,"Profil Mirza Adityaswara, Wakil Ketua OJK yang Ikut Mengundurkan Diri",2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
484,-,Wall Street Dibuka Melemah Usai Trump Calonkan Kevin Warsh sebagai Pengganti Pow...,2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
483,-,"Emas Cetak Sejarah di Atas USD5.300, Pasar Masih Menunggu Arah The Fed",2026-01-29,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
481,-,Harga Minyak Menguat di Tengah Badai Dingin AS dan Ketegangan Global,2026-01-29,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
480,-,"IHSG Masih Rawan Lanjut Koreksi, Analis Wanti-wanti Area 8.100",2026-01-29,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
82,-,MPXL Dirikan Anak Usaha Baru Bergerak di Bidang Perdagangan Besar,2026-01-22,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
80,-,"IHSG Sesi I Menanjak 49,73 Poin ke 9.060",2026-01-22,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
78,-,"MPPA Suntik Modal Rp46,65 Miliar ke Pengelola Supermarket Super Ekonomi",2026-01-22,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
75,-,"Harga CPO Naik 3 Hari, Tembus Level Tertinggi 7 Pekan",2026-01-22,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
74,-,"IHSG Ditutup di Zona Merah, Tinggalkan Level 9.000",2026-01-22,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
73,-,"Siapa Pemilik Saham LPKR? Developer Lippo Karawaci, Ini Proyek dan Segmen Bisnis...",2026-01-22,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
72,-,Emiten Anak Tommy Soeharto (GOLF) Lanjutkan Pengembangan Kawasan Properti di Bal...,2026-01-22,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
69,-,"Apa Bisnis LPCK? Developer Meikarta, Intip Profil Emiten dan Pengendali Sahamnya",2026-01-22,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
466,-,"IHSG Hari Ini Masih Rawan Terkoreksi Pascapengumuman MSCI, Simak Analisa 4 Saham...",2026-01-29,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
465,-,"Wall Street Ditutup Mixed usai The Fed Tahan Suku Bunga, Dow Jones Tetap dan Nas...",2026-01-29,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
459,-,"Harga Emas Dunia Tembus USD5.400, Reli Rekor Berlanjut",2026-01-29,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
457,-,Harga Minyak Dunia Bertahan di Level Tertinggi 4 Bulan,2026-01-29,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
7,-,"Terungkap Sosok yang Menjual 18,19 Miliar Saham BUMI Senilai Rp6,91 Triliun",2026-01-21,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
600,-,"Ekspansif, DAAZ Masuk Konsorsium Nikel untuk EV",2026-01-31,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
598,-,"Otoritas Bursa Mundur di Tengah Sentimen MSCI, Pasar Diproyeksi Alami Tekanan Se...",2026-01-31,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
596,-,"Data Perdagangan Saham Ditutup Bervariasi, Kapitalisasi Pasar Jadi Rp15.046 Tril...",2026-01-31,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
2,-,"Wall Street Dibuka Variatif, Pasar Cermati Arah Pidato Trump di Davos",2026-01-21,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
577,-,"Produksi Batu Bara Dipangkas Signifikan, Asosiasi Minta Ditinjau Kembali",2026-01-31,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
574,-,Plt Dirut BEI Diumumkan Sebelum Perdagangan Senin Pekan Depan,2026-01-31,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
573,-,"Pasar Valuta Bergejolak, Dolar AS Dihimpit Ekspektasi dan Politik",2026-01-30,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
568,-,Breaking News! Bos BEI Mundur: Trading Halt Dua Kali,2026-01-30,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
589,-,"Harga Emas Antam (ANTM) Hari Ini Anjlok Rp260 Ribu, Cek Lengkapnya",2026-01-31,IDX Channel,0,1,0,1,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
587,-,PTPP Kantongi Proyek Baru Pembangunan Gedung Institusional Kejaksaan Agung Rp934...,2026-01-31,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
585,-,Transkon Jaya (TRJA) Tarik Pinjaman Tahap II Rp25 Miliar dari Samindo (MYOH),2026-01-31,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
582,-,"Dirut BEI dan Petinggi OJK Mundur, IHSG Pekan Depan Diproyeksi Fluktuatif",2026-01-31,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
580,-,"Singaraja (SINI) Proyeksikan Kebutuhan Modal Kerja Anak Usaha Rp2,73 Triliun di ...",2026-01-31,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
579,-,"Trump Tunjuk Kevin Warsh Sebagai Calon Ketua The Fed, Ini Respons Para Ekonom da...",2026-01-31,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
18,-,"Harga Emas Tembus USD4.800 Pertama Kali, Simak Gerak ARCI-MDKA Cs",2026-01-21,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
17,-,"IHSG Sesi I Melemah ke 9.021, UNTR Masuk Top Losers",2026-01-21,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
