date,sender_id,username,message
2026-01-29 02:31:37+00:00,8218053214,,wkwkwkkw suspens
2026-01-29 02:31:20+00:00,8493476827,,"Hold keras kawan kawan 
Kita para ritel harus menang melawan kebakaran ini... 
Hold keras 
Jangan nyerah"
2026-01-29 02:31:08+00:00,8348398894,,Nanti kalau minus lagi (15%) halt lagi 30 menit
2026-01-29 02:31:00+00:00,854495832,dlxyda,🤣🤣
2026-01-29 02:30:57+00:00,854495832,dlxyda,Balik ke 4000
2026-01-29 02:30:50+00:00,1106194997,,Tunggu bang pemadam lagi makan
2026-01-29 02:30:04+00:00,5428145225,,Kebakarannnnnn tolooonggg
2026-01-29 02:29:49+00:00,8540635461,,Market lagi kyk gini klo pada CL yg di untungkan siapa ya
2026-01-29 02:29:47+00:00,7130238029,,Ihsg otw 6k
2026-01-29 02:29:43+00:00,8348398894,,Iya 30 menit
2026-01-29 02:29:40+00:00,7130238029,,ooo
2026-01-29 02:29:34+00:00,7814415325,,Iya 30 menit bang
2026-01-29 02:29:00+00:00,7130238029,,berapa lama biasanya om? 30 menit lagi kah kea kemaren?
2026-01-29 02:28:44+00:00,7130238029,,trading halt lagi jir
2026-01-29 02:28:30+00:00,6190141326,,Bang udah bang😭😭😭😭
2026-01-29 02:28:25+00:00,8348398894,,Yang ada malah ngikutin dan nurut sama yang bikin anjlok nilai saham.😄
2026-01-29 02:28:12+00:00,7991300083,,
2026-01-29 02:28:11+00:00,7826303282,,Suspend again
2026-01-29 02:28:11+00:00,7991300083,,Yey udh SUSPEND
2026-01-29 02:27:49+00:00,7814415325,,Market udah turun 8% ini
2026-01-29 02:27:34+00:00,1106194997,,"Susah bang kalau di Indonesia, sulit di jelaskan dgn kata-kata,"
2026-01-29 02:27:27+00:00,8348398894,,dah dihalt lagi.😁
2026-01-29 02:27:19+00:00,5403188989,balmondsky,uninstal
2026-01-29 02:27:09+00:00,5403734971,yopss3390,Kaacaaauuu
2026-01-29 02:27:04+00:00,5403734971,yopss3390,Wkwkw trading halt lagii
2026-01-29 02:27:01+00:00,8230839646,antoniofernanda,Selamat
2026-01-29 02:26:50+00:00,5403188989,balmondsky,
2026-01-29 02:26:43+00:00,6601252257,danyhamdalah,paling bener tu hapus apk
2026-01-29 02:26:40+00:00,8348398894,,"Gak kuat ritelnya, ini kalau negara kuat seperti China langsung intervensi pembelian saham secara masif melalui tim bentukan negara supaya ekonominya gak anjlok."
2026-01-29 02:26:37+00:00,6601252257,danyhamdalah,udah udah
