Nama Waran,Nama Penerbit,Tipe,Bid Dasar (Rp),Harga Pelaksanaan (Rp),Rasio Pelaksanaan,Tanggal Kedaluwarsa,Sensitivitas Waran (Tick),Efek Pengungkit (x),Volatilitas Tersirat (%),Jarak Waktu Kedaluwarsa (hari),Delta (%),Premi (%),Theta (Rp),Nilai Intrinsik,Volume Bid ('00),Harga Bid (Rp),Harga Ask (Rp),Volume Ask ('00),Volume Transaksi ('00),Perubahan Harga (%)
PNLFBQCM6A,KISI,CALL,280,310,3.0000,30 Jun 26,2.7,2.9,90.9,137,56.1,30.0,-0.0828,11% OTM,38980,18,19,39130,6281,0
PNLFDRCJ6A,RHB,CALL,280,290,4.0000,23 Apr 26,3.7,4.3,79.2,69,54.7,16.4,-0.0760,4% OTM,0,9,0,0,447,0
PNLFHDCN6A,Maybank,CALL,280,272,31.0000,30 Jul 26,15.5,0.3,1000000000000.0,167,100.0,351.4,N/A,3% ITM,0,32,0,0,0,0
PNLFZPCH6A,Maybank,CALL,280,280,2.0000,31 Mar 26,1.7,3.6,113.6,46,59.0,16.4,-0.2524,0% ATM,0,23,0,0,0,0
PTBADRCN6A,RHB,CALL,2540,3050,10.0000,2 Jul 26,2.2,3.9,69.8,139,44.7,31.5,-0.1754,20% OTM,0,29,0,0,0,-3.3
PTBAHDCM6A,KGI,CALL,2540,2417,8.0000,10 Jun 26,1.2,4.2,53.9,117,65.7,10.9,-0.1892,5% ITM,27050,50,50,14652,0,-3.8
PTBAZPCH6A,Maybank,CALL,2540,2650,8.0000,31 Mar 26,1.7,7.2,56.5,46,47.7,10.9,-0.3063,4% OTM,0,21,0,0,486,-8.7
PTBAZPCU6A,Maybank,CALL,2540,2700,12.0000,30 Sep 26,2.1,3.3,58.3,229,58.5,24.3,-0.1032,6% OTM,0,38,0,0,0,-2.6
PTROBQCQ6A,KISI,CALL,7450,10800,40.0000,31 Aug 26,2.7,1.9,146.0,199,59.4,76.6,-0.2077,45% OTM,0,59,0,0,0,+11.3
PTRODRCN6A,RHB,CALL,7450,18600,14.0000,2 Jul 26,2.7,3.3,120.7,139,20.8,156.1,-0.4265,150% OTM,0,34,0,0,0,+21.4
PTROHDCK6A,KGI,CALL,7450,4089,10.0000,11 May 26,0.9,1.9,102.2,87,93.2,2.9,-0.3582,45% ITM,10000,358,396,10000,3108,+14.0
PTROHDCN6A,KGI,CALL,7450,8489,30.0000,14 Jul 26,2.1,2.7,98.3,151,56.6,35.3,-0.2250,14% OTM,0,53,0,0,0,+17.8
PTROYUCK6A,CGS,CALL,7450,5200,10.0000,28 May 26,1.0,1.9,133.1,104,81.5,12.2,-0.7479,30% ITM,2,316,400,4,1011,+12.9
PTROYUCV6A,CGS,CALL,7450,16000,8.0000,22 Oct 26,1.3,3.4,81.5,251,24.0,121.9,-0.4261,115% OTM,0,66,0,0,0,+24.5
PTROZPCK6A,Maybank,CALL,7450,4040,20.0000,25 May 26,0.9,1.9,100.4,101,92.9,3.4,-0.1705,46% ITM,21947,183,199,47845,16568,+13.7
PTROZPCN6A,Maybank,CALL,7450,7250,30.0000,31 Jul 26,1.8,2.2,109.7,168,67.8,28.7,-0.2184,3% ITM,0,78,0,0,0,+14.7
PTROZPCU6A,Maybank,CALL,7450,15000,40.0000,30 Sep 26,6.0,3.3,85.0,229,26.6,109.4,-0.0979,101% OTM,0,15,0,0,0,+15.4
PWONDRCN6A,RHB,CALL,362,510,1.5000,2 Jul 26,2.7,4.9,64.9,139,28.3,46.7,-0.1301,41% OTM,50000,14,32,50000,2143,0
PWONHDCN6A,Maybank,CALL,362,393,2.0000,30 Jul 26,1.8,3.5,64.3,167,54.7,24.0,-0.1099,9% OTM,0,28,0,0,0,0
PWONZPCH6A,Maybank,CALL,362,386,1.9305,31 Mar 26,2.1,6.5,64.9,46,45.4,13.6,-0.2029,7% OTM,0,13,0,0,6609,0
RAJABQCJ6A,KISI,CALL,4940,6753,14.9511,30 Apr 26,4.1,3.8,107.3,76,36.0,46.1,-0.4188,37% OTM,0,31,0,0,0,+40.9
RAJADRCH6ALow On Inventory,RHB,CALL,4940,6700,13.0000,16 Mar 26,5.5,6.0,114.9,31,23.5,39.6,-0.6482,36% OTM,0,15,0,0,0,+25.0
RAJAHDCK6A,KGI,CALL,4940,2990,9.9674,11 May 26,2.2,2.1,102.5,87,90.2,4.1,-0.3001,39% ITM,8759,216,210,415,1579,+21.3
RAJAHDCN6A,KGI,CALL,4940,5889,29.9023,30 Jul 26,5.3,2.5,105.1,167,56.5,42.2,-0.1513,19% OTM,0,38,0,0,0,+22.6
RAJAYUCN6A,CGS,CALL,4940,5000,15.0000,11 May 26,2.3,2.1,160.0,87,65.6,31.9,-0.5709,1% OTM,0,101,0,0,0,+20.2
RAJAYUCV6A,CGS,CALL,4940,10167,9.9674,22 Oct 26,2.5,2.4,112.5,251,40.4,123.0,-0.3835,106% OTM,0,85,0,0,0,+21.4
RAJAZPCK6A,Maybank,CALL,4940,3000,20.0000,25 May 26,2.2,2.1,96.7,101,90.0,4.5,-0.1359,39% ITM,19247,108,106,353,361,+20.0
RAJAZPCQ6A,Maybank,CALL,4940,7600,15.0000,31 Aug 26,3.4,2.7,99.5,199,43.8,70.2,-0.2606,54% OTM,0,54,0,0,0,+28.6
RATUBQCU6A,KISI,CALL,6525,8950,50.0000,30 Sep 26,3.0,1.7,157.8,229,66.1,77.0,-0.1384,37% OTM,0,52,0,0,0,+15.6
RATUDRCM6ALow On Inventory,RHB,CALL,6525,19750,15.0000,10 Jun 26,3.2,3.1,147.4,117,19.0,208.9,-0.4339,203% OTM,0,27,0,0,0,+17.4
RATUHDCQ6A,KGI,CALL,6525,1745,6.0000,13 Aug 26,0.2,155.4,0.0,181,100.0,-72.6,-0.0649,73% ITM,0,7,0,0,0,0
RATUYUCV6A,CGS,CALL,6525,15000,25.0000,22 Oct 26,2.5,2.2,123.0,251,40.2,147.9,-0.2186,130% OTM,0,47,0,0,0,+17.5
RATUZPCQ6A,Maybank,CALL,6525,12500,50.0000,31 Aug 26,6.3,3.0,98.3,199,32.0,102.3,-0.0915,92% OTM,0,14,0,0,0,+27.3
SCMABQCJ6A,KISI,CALL,306,555,2.0000,30 Apr 26,7.2,5.3,97.0,76,13.9,84.0,-0.1028,81% OTM,0,4,0,0,0,0
SCMADRCK6A,RHB,CALL,306,312,0.9757,25 May 26,0.8,3.1,91.2,101,59.8,21.1,-0.3179,2% OTM,23495,60,122,3344,11,+1.7
SCMADRCN6A,RHB,CALL,306,454,1.0000,2 Jul 26,1.6,4.0,80.0,139,31.3,56.2,-0.2093,48% OTM,0,24,0,0,0,0
SCMAHDCK6A,KGI,CALL,306,363,1.9514,25 May 26,2.0,3.4,93.9,101,48.0,32.7,-0.1652,19% OTM,40000,22,53,5919,1550,+4.8
SCMAYUCK6A,CGS,CALL,306,300,1.5000,28 May 26,1.1,2.4,120.9,104,65.2,25.0,-0.2520,2% ITM,15000,55,90,15000,0,+1.9
SCMAZPCG6A,Maybank,CALL,306,161,0.9757,27 Feb 26,0.5,2.0,173.7,14,98.1,0.4,-0.2162,47% ITM,0,150,0,0,0,+1.4
SCMAZPCM6A,Maybank,CALL,306,371,1.9514,30 Jun 26,1.9,3.0,92.9,137,50.1,37.8,-0.1422,21% OTM,5002,26,54,5000,310,+4.0
SCMAZPCQ6A,Maybank,CALL,306,430,3.0000,31 Aug 26,3.3,2.9,88.2,199,45.0,56.2,-0.0731,41% OTM,0,16,0,0,0,0
SIDODRCK6A,RHB,CALL,525,570,4.0000,25 May 26,1.5,3.7,80.8,101,53.0,23.0,-0.1216,9% OTM,50000,19,32,50524,5,0
SIDODRCM6A,RHB,CALL,525,760,2.0000,10 Jun 26,1.6,5.1,69.9,117,25.2,49.7,-0.1539,45% OTM,0,13,0,0,0,0
SIDOHDCN6A,KGI,CALL,525,568,3.8443,1 Jul 26,1.4,3.5,70.9,138,54.4,23.6,-0.0979,8% OTM,0,21,0,0,0,0
SIDOZPCM6A,Maybank,CALL,525,567,5.7664,30 Jun 26,2.2,4.3,57.4,137,51.9,20.1,-0.0550,8% OTM,5300,11,18,5883,0,0
SMGRBQCJ6A,KISI,CALL,2840,3600,12.0000,30 Apr 26,3.5,4.8,82.3,76,34.6,33.9,-0.2307,27% OTM,0,17,0,0,0,+6.3
SMGRDRCN6A,RHB,CALL,2840,3400,7.0000,2 Jul 26,1.6,3.9,70.1,139,45.0,31.3,-0.2816,20% OTM,0,47,0,0,0,+2.2
SMGRHDCN6A,Maybank,CALL,2840,2634,12.0000,30 Jul 26,1.7,2.5,86.1,167,68.7,20.2,-0.1689,7% ITM,0,65,0,0,0,+1.6
SMGRZPCJ6A,Maybank,CALL,2840,2800,12.0000,30 Apr 26,2.0,4.0,76.2,76,60.5,13.8,-0.2334,1% ITM,9429,36,43,12000,500,+2.9
SMRADRCJ6A,RHB,CALL,394,440,3.0000,23 Apr 26,3.6,6.0,61.2,69,41.2,18.5,-0.1092,12% OTM,0,9,0,0,10061,0
SMRAHDCN6A,Maybank,CALL,394,434,2.0000,30 Jul 26,1.8,3.2,73.1,167,55.2,27.4,-0.1327,10% OTM,0,34,0,0,0,-2.9
SMRAZPCH6A,Maybank,CALL,394,400,2.0000,31 Mar 26,1.8,5.4,73.3,46,54.5,11.7,-0.2411,2% OTM,0,20,0,0,10,-4.8
SRTGDRCK6A,RHB,CALL,1695,2100,6.0000,25 May 26,2.6,3.3,99.7,101,46.0,37.7,-0.3122,24% OTM,16081,39,66,1090,0,-7.1
SRTGHDCK6A,KGI,CALL,1695,2062,4.0000,11 May 26,2.1,4.8,73.4,87,37.8,29.4,-0.3612,22% OTM,9750,33,65,1321,39,-10.8
SRTGYUCN6A,CGS,CALL,1695,1800,5.0000,11 May 26,1.7,2.7,121.6,87,59.1,28.0,-0.4787,6% OTM,0,74,0,0,0,-5.1
SRTGZPCG6A,Maybank,CALL,1695,1750,6.0000,27 Feb 26,2.5,6.9,106.9,14,48.7,10.3,-0.8693,3% OTM,0,20,0,0,0,-13.0
SRTGZPCK6A,Maybank,CALL,1695,2400,10.0000,25 May 26,5.7,3.7,97.3,101,35.3,51.0,-0.1697,42% OTM,32230,16,31,5000,58,-5.9
TAPGBQCQ6A,KISI,CALL,1480,2050,10.0000,31 Aug 26,3.4,1.9,137.1,199,59.1,68.9,-0.1562,39% OTM,0,45,0,0,0,0
TAPGDRCJ6A,RHB,CALL,1480,1136,5.6770,23 Apr 26,1.2,3.6,49.6,69,92.0,2.1,-0.1008,23% ITM,0,66,0,0,0,-2.9
TAPGHDCH6A,KGI,CALL,1480,1181,2.8400,17 Mar 26,0.7,3.6,91.9,32,84.0,3.2,-0.6134,20% ITM,0,122,0,0,11,-3.2
TAPGZPCH6A,Maybank,CALL,1480,994,5.6770,31 Mar 26,1.2,2.9,61.1,46,97.7,0.9,-0.0724,33% ITM,0,88,0,0,12,-2.2
TAPGZPCM6A,Maybank,CALL,1480,1846,7.7714,30 Jun 26,4.2,4.7,60.6,137,37.3,32.6,-0.1107,25% OTM,5000,15,53,5001,42,-6.3
TKIMDRCN6A,RHB,CALL,7300,8800,17.0000,2 Jul 26,1.4,3.4,79.9,139,47.3,34.3,-0.3366,21% OTM,5000,59,85,3613,0,+5.4
TKIMHDCJ6A,KGI,CALL,7300,7593,20.0000,28 Apr 26,1.5,5.1,63.5,74,52.6,14.4,-0.3166,4% OTM,10516,38,62,6343,0,+5.6
TKIMZPCG6A,Maybank,CALL,7300,6100,20.0000,27 Feb 26,0.9,4.9,86.4,14,87.8,1.4,-0.5057,16% ITM,0,65,0,0,2,+10.2
TKIMZPCK6A,Maybank,CALL,7300,8650,45.0000,25 May 26,4.1,4.2,76.7,101,43.6,29.0,-0.1401,18% OTM,22232,17,28,20569,81,+6.3
TLKMBQCG6A,KISI,CALL,3480,3540,8.0000,27 Feb 26,1.6,8.7,81.7,14,49.7,7.5,-1.0361,2% OTM,47880,25,50,47880,0,0
TLKMBQCJ6A,KISI,CALL,3480,3600,10.0000,30 Apr 26,1.8,4.3,73.6,76,54.8,16.1,-0.3387,3% OTM,10000,44,53,10000,58,+2.3
TLKMBQCN6A,KISI,CALL,3480,4560,12.0000,31 Jul 26,2.9,3.6,72.9,168,41.3,42.4,-0.1865,31% OTM,0,33,0,0,0,-2.9
TLKMDRCJ6A,RHB,CALL,3480,3050,10.0000,23 Apr 26,1.4,3.8,70.8,69,73.7,7.2,-0.2969,12% ITM,0,68,0,0,507,+1.5
TLKMDRCM6A,RHB,CALL,3480,5150,4.0000,10 Jun 26,1.5,4.7,75.4,117,26.1,53.5,-0.5575,48% OTM,0,48,0,0,0,+2.1
TLKMDRCX6A,RHB,CALL,3480,1576,0.9270,26 Nov 26,1.0,1.6,70.4,286,95.5,4.4,-0.7084,55% ITM,0,2220,0,0,0,+0.9
TLKMHDCJ6A,KGI,CALL,3480,3577,6.0000,14 Apr 26,1.2,7.5,45.4,60,50.7,9.5,-0.4144,3% OTM,16000,39,48,16000,194,+2.6
TLKMYUCK6A,CGS,CALL,3480,3200,8.0000,28 May 26,1.2,2.8,92.9,104,67.9,16.1,-0.4157,8% ITM,20000,105,107,20000,2,+1.9
TLKMZPCM6A,Maybank,CALL,3480,3400,13.0000,30 Jun 26,2.1,3.7,60.7,137,63.1,14.9,-0.1656,2% ITM,5000,46,46,5000,102,+2.2
TOWRDRCN6A,RHB,CALL,525,800,3.5000,2 Jul 26,2.8,4.7,70.7,139,25.1,57.7,-0.0818,52% OTM,50284,8,19,50000,2345,0
TOWRHDCK6A,KGI,CALL,525,648,2.9629,11 May 26,1.8,5.8,63.8,87,32.5,29.1,-0.1252,23% OTM,50010,10,24,50000,3333,0
UNTRDRCX6A,RHB,CALL,29125,47250,20.0000,26 Nov 26,2.4,3.5,65.2,286,33.2,71.8,-0.6138,62% OTM,0,139,0,0,0,+11.2
UNTRHDCM6A,KGI,CALL,29125,27177,29.3356,10 Jun 26,1.7,4.1,53.3,117,68.1,9.9,-0.5765,7% ITM,6303,165,174,10000,0,+13.8
UNTRZPCJ6A,Maybank,CALL,29125,26402,32.2691,30 Apr 26,1.8,4.3,59.0,76,71.4,7.2,-0.6591,9% ITM,0,149,0,0,3,+12.9
UNVRBQCG6A,KISI,CALL,2290,2765,7.7354,27 Feb 26,5.7,13.4,80.4,14,13.6,21.8,-0.3719,21% OTM,0,3,0,0,0,0
UNVRBQCH6A,KISI,CALL,2290,3450,10.0000,31 Mar 26,7.8,7.3,87.2,46,12.8,52.4,-0.1675,51% OTM,0,4,0,0,0,+33.3
UNVRBQCK6A,KISI,CALL,2290,2891,9.6692,29 May 26,2.2,3.3,99.1,105,44.9,39.8,-0.2545,26% OTM,0,32,0,0,0,+3.2
UNVRDRCX6A,RHB,CALL,2290,3480,5.0000,26 Nov 26,1.3,3.4,65.1,286,37.3,63.1,-0.2027,52% OTM,0,51,0,0,0,+2.0
UNVRHDCM6A,KGI,CALL,2290,1925,4.8346,10 Jun 26,0.6,2.9,74.7,117,75.4,10.0,-0.3241,16% ITM,18000,123,110,13460,0,+2.5
UNVRYUCV6A,CGS,CALL,2290,2700,6.0000,22 Oct 26,1.0,2.3,92.4,251,59.7,44.1,-0.2554,18% OTM,0,100,0,0,0,+1.0
UNVRZPCH6A,Maybank,CALL,2290,1499,9.6692,31 Mar 26,1.0,2.7,80.8,46,95.1,1.3,-0.1073,35% ITM,0,85,0,0,162,+2.4
UNVRZPCM6A,Maybank,CALL,2290,1934,6.7864,30 Jun 26,0.9,3.2,60.2,137,76.7,8.8,-0.1802,16% ITM,5000,82,68,5000,0,+2.5
UNVRZPCU6A,Maybank,CALL,2290,3000,8.0000,30 Sep 26,1.9,3.5,63.8,229,43.0,43.2,-0.1445,31% OTM,0,35,0,0,0,+2.9
WIFIBQCN6A,KISI,CALL,2460,3680,16.0000,31 Jul 26,3.0,2.1,139.3,168,53.5,75.0,-0.1820,50% OTM,0,39,0,0,0,+2.6
WIFIDRCM6A,RHB,CALL,2460,4900,5.0000,10 Jun 26,2.2,3.6,110.6,117,22.8,105.5,-0.4170,99% OTM,0,31,0,0,0,+3.3
WIFIHDCQ6A,KGI,CALL,2460,4334,15.0000,13 Aug 26,4.6,3.1,94.8,181,32.6,86.5,-0.1175,76% OTM,0,17,0,0,0,+6.3
WIFIYUCV6A,CGS,CALL,2460,4700,15.0000,22 Oct 26,2.8,1.9,142.0,251,53.5,119.7,-0.1624,91% OTM,0,47,0,0,0,+4.4
WIFIZPCQ6A,Maybank,CALL,2460,4200,15.0000,31 Aug 26,4.2,3.0,94.1,199,36.1,82.9,-0.1164,71% OTM,0,20,0,0,0,+5.3
